loan_id,' no_of_dependents',' education',' self_employed',' income_annum',' loan_amount',' loan_term',' cibil_score',' residential_assets_value',' commercial_assets_value',' luxury_assets_value',' bank_asset_value',' loan_status'
438,3,' Not Graduate',' Yes',4500000,11400000,8,391,8500000,6800000,9900000,4500000,' Rejected'
2864,3,' Not Graduate',' No',700000,1600000,20,705,600000,900000,2300000,700000,' Approved'
541,3,' Not Graduate',' Yes',1000000,3200000,14,790,1900000,100000,3600000,1100000,' Approved'
4023,2,' Not Graduate',' No',4300000,8800000,6,512,7200000,6500000,16900000,2700000,' Rejected'
2832,4,' Not Graduate',' No',2000000,6000000,12,837,1300000,1900000,6300000,2300000,' Approved'
2367,4,' Graduate',' Yes',3900000,13300000,20,453,9800000,500000,12300000,4700000,' Rejected'
1358,0,' Not Graduate',' No',4700000,15500000,16,311,12800000,200000,17500000,2700000,' Rejected'
1491,0,' Not Graduate',' No',7000000,25300000,14,697,15100000,10400000,14300000,6700000,' Approved'
682,3,' Graduate',' No',600000,1100000,8,538,500000,800000,1400000,300000,' Rejected'
289,1,' Not Graduate',' Yes',3100000,11300000,14,824,3700000,6000000,11000000,4400000,' Approved'
1546,2,' Not Graduate',' Yes',8200000,27800000,16,827,11500000,8700000,26000000,10700000,' Approved'
3813,1,' Not Graduate',' Yes',3700000,10900000,14,748,3700000,2800000,13200000,4100000,' Approved'
4222,3,' Graduate',' Yes',1300000,4300000,18,412,600000,900000,5200000,1200000,' Rejected'
1221,0,' Graduate',' Yes',9000000,34000000,4,549,2000000,8900000,20000000,12400000,' Approved'
582,1,' Not Graduate',' No',8800000,22200000,18,794,8400000,11900000,21000000,10500000,' Approved'
627,3,' Graduate',' No',3500000,13300000,4,798,7400000,5300000,12100000,3600000,' Approved'
1412,4,' Graduate',' Yes',1900000,6800000,6,559,3600000,2200000,6200000,1200000,' Approved'
684,3,' Not Graduate',' Yes',6400000,15200000,14,467,15500000,9100000,18400000,3200000,' Rejected'
760,2,' Graduate',' No',9700000,19900000,16,395,2800000,13700000,37000000,10800000,' Rejected'
3146,1,' Not Graduate',' Yes',8900000,22900000,4,757,8200000,11600000,17800000,7800000,' Approved'
2539,4,' Not Graduate',' Yes',3900000,12000000,14,893,6000000,4700000,12900000,5200000,' Approved'
1895,0,' Graduate',' Yes',8100000,17600000,16,384,15200000,13300000,31700000,10200000,' Rejected'
2561,4,' Not Graduate',' No',6000000,15800000,18,593,6800000,4800000,13200000,6400000,' Approved'
1485,0,' Not Graduate',' Yes',5400000,10900000,20,366,3700000,500000,21000000,4800000,' Rejected'
2982,1,' Graduate',' No',7200000,15100000,8,379,2600000,8300000,21700000,8200000,' Rejected'
3911,1,' Graduate',' No',1700000,6700000,16,537,4300000,2900000,3500000,1100000,' Rejected'
567,2,' Not Graduate',' No',2800000,5900000,6,895,1000000,3900000,10900000,1500000,' Approved'
4241,1,' Graduate',' Yes',400000,700000,10,787,1000000,200000,1600000,500000,' Approved'
757,1,' Not Graduate',' Yes',4700000,18700000,20,445,2100000,0,11100000,4000000,' Rejected'
856,4,' Graduate',' No',7000000,18900000,6,475,1300000,6100000,14700000,5200000,' Rejected'
734,0,' Graduate',' No',500000,1200000,14,556,900000,0,1800000,500000,' Approved'
1592,1,' Graduate',' No',9500000,23000000,10,627,28500000,11500000,21700000,9100000,' Approved'
4002,5,' Not Graduate',' No',9200000,28000000,8,527,18700000,7700000,24400000,6400000,' Rejected'
1658,4,' Not Graduate',' No',3900000,9000000,2,674,8700000,5700000,14000000,3100000,' Approved'
1431,0,' Graduate',' Yes',5300000,13700000,6,329,8800000,7600000,11200000,2800000,' Rejected'
3984,0,' Graduate',' No',7500000,15900000,2,535,17500000,5700000,23600000,4500000,' Rejected'
2073,0,' Graduate',' No',300000,500000,2,885,200000,400000,700000,200000,' Approved'
2786,0,' Not Graduate',' No',7700000,29300000,14,801,6200000,11800000,23400000,4700000,' Approved'
1507,1,' Not Graduate',' Yes',400000,1300000,18,801,100000,0,1500000,600000,' Approved'
1332,2,' Graduate',' No',9600000,35000000,2,888,12600000,6500000,37900000,5800000,' Approved'
3729,2,' Graduate',' No',3300000,13000000,16,300,5500000,5900000,7400000,3100000,' Rejected'
2295,3,' Graduate',' Yes',7500000,25300000,12,767,13200000,10800000,19400000,9600000,' Approved'
2050,5,' Not Graduate',' Yes',9400000,23200000,14,885,16900000,1200000,34900000,4700000,' Approved'
2586,3,' Not Graduate',' Yes',1100000,3100000,16,356,1300000,100000,3000000,1600000,' Rejected'
3241,2,' Graduate',' No',1400000,4700000,20,563,400000,2300000,2800000,1400000,' Approved'
654,5,' Graduate',' No',2900000,6700000,14,796,3800000,3700000,9700000,4200000,' Approved'
2992,3,' Not Graduate',' No',2300000,8500000,12,557,3600000,1400000,6200000,1300000,' Approved'
1050,0,' Graduate',' Yes',1000000,3800000,8,553,2500000,1000000,2100000,1300000,' Approved'
151,1,' Not Graduate',' Yes',5200000,19300000,8,481,14300000,9500000,18800000,4200000,' Rejected'
2115,5,' Not Graduate',' Yes',5000000,10600000,6,839,12600000,8600000,19800000,3500000,' Approved'
3292,5,' Not Graduate',' Yes',8400000,31900000,10,605,18900000,10300000,22000000,9100000,' Approved'
3014,4,' Not Graduate',' No',2400000,7000000,4,539,2300000,0,9600000,2900000,' Rejected'
1322,2,' Graduate',' No',2100000,6600000,20,580,3800000,4100000,6200000,2100000,' Approved'
2608,4,' Not Graduate',' No',5400000,12600000,18,786,300000,2500000,21000000,6600000,' Approved'
2141,2,' Not Graduate',' No',4800000,15800000,20,860,1700000,3300000,13400000,5100000,' Approved'
2150,1,' Graduate',' No',800000,3000000,4,338,900000,1000000,2600000,400000,' Approved'
163,3,' Not Graduate',' No',9700000,20600000,16,524,24200000,11100000,27400000,6100000,' Rejected'
3599,3,' Graduate',' Yes',1500000,5800000,18,420,800000,1900000,4100000,1400000,' Rejected'
1606,3,' Not Graduate',' Yes',8800000,26200000,20,865,19300000,9800000,27700000,12500000,' Approved'
3307,5,' Not Graduate',' No',300000,500000,8,396,400000,300000,1200000,200000,' Rejected'
1658,4,' Not Graduate',' No',3900000,9000000,2,674,8700000,5700000,14000000,3100000,' Approved'
2929,5,' Graduate',' Yes',4100000,15500000,10,836,10500000,1100000,15200000,3600000,' Approved'
2333,3,' Graduate',' Yes',7700000,23100000,8,807,2900000,9800000,20400000,7000000,' Approved'
1433,2,' Not Graduate',' Yes',2900000,7800000,18,588,400000,100000,11600000,4200000,' Approved'
1270,3,' Graduate',' Yes',3500000,13000000,6,391,6100000,3500000,13300000,4300000,' Rejected'
2822,4,' Graduate',' No',7600000,25100000,4,671,4600000,13200000,27400000,4300000,' Approved'
3229,2,' Graduate',' Yes',2700000,8500000,20,368,4900000,4500000,5900000,2100000,' Rejected'
3827,1,' Graduate',' Yes',3400000,12300000,8,523,6100000,4700000,8300000,2600000,' Rejected'
2484,5,' Not Graduate',' No',4700000,17400000,2,523,10600000,7000000,10900000,5200000,' Approved'
767,3,' Graduate',' Yes',6100000,24200000,12,672,300000,11100000,23500000,5000000,' Approved'
3495,4,' Not Graduate',' Yes',8800000,22200000,10,512,6800000,4000000,31900000,9900000,' Rejected'
3459,3,' Not Graduate',' Yes',7500000,26000000,2,342,13900000,1900000,26900000,11200000,' Approved'
4115,4,' Graduate',' No',400000,1000000,20,692,500000,400000,1600000,200000,' Approved'
2215,0,' Graduate',' No',1800000,5800000,18,348,2900000,700000,6700000,1000000,' Rejected'
4147,2,' Graduate',' Yes',9700000,35100000,20,612,13400000,13500000,38200000,6500000,' Approved'
2904,5,' Graduate',' Yes',8100000,22500000,2,808,4800000,6100000,16900000,6000000,' Approved'
2120,1,' Not Graduate',' No',6600000,20700000,4,415,12800000,11900000,17700000,3900000,' Approved'
1656,2,' Not Graduate',' No',6900000,23900000,12,814,13000000,1900000,26600000,6000000,' Approved'
4097,4,' Not Graduate',' No',5500000,20200000,14,611,13700000,5700000,15100000,7200000,' Approved'
1990,0,' Not Graduate',' Yes',4900000,16500000,4,600,11100000,2200000,12000000,6500000,' Approved'
722,3,' Not Graduate',' No',5600000,21000000,12,609,8800000,11000000,15800000,4900000,' Approved'
3498,0,' Not Graduate',' Yes',6000000,22700000,10,480,200000,11900000,13700000,8700000,' Rejected'
2379,2,' Not Graduate',' Yes',5100000,13300000,14,313,5900000,7900000,18000000,3900000,' Rejected'
4026,3,' Graduate',' No',1300000,3100000,14,348,1500000,600000,3900000,600000,' Rejected'
2206,1,' Not Graduate',' Yes',9900000,30900000,20,559,12100000,6100000,38600000,12100000,' Approved'
3001,1,' Not Graduate',' Yes',9900000,25700000,2,340,15600000,18800000,29500000,11800000,' Rejected'
3694,5,' Graduate',' Yes',5400000,21400000,12,399,4000000,9700000,12400000,6800000,' Rejected'
3640,0,' Graduate',' No',7400000,24100000,16,779,800000,2900000,28900000,4900000,' Approved'
2428,2,' Graduate',' No',9300000,22000000,14,393,4300000,3800000,28400000,13900000,' Rejected'
860,0,' Not Graduate',' Yes',600000,1800000,12,511,300000,200000,2200000,400000,' Rejected'
2047,1,' Graduate',' No',9700000,33900000,10,833,24600000,16200000,28300000,6600000,' Approved'
831,0,' Graduate',' No',7300000,14500000,16,811,1000000,12400000,16100000,9600000,' Approved'
890,2,' Not Graduate',' Yes',4800000,16500000,10,350,2000000,6500000,11400000,2900000,' Rejected'
1412,4,' Graduate',' Yes',1900000,6800000,6,559,3600000,2200000,6200000,1200000,' Approved'
3625,1,' Not Graduate',' Yes',800000,2600000,2,439,600000,0,1800000,400000,' Approved'
959,0,' Not Graduate',' Yes',2200000,8000000,14,335,2800000,3700000,6900000,2900000,' Rejected'
301,0,' Not Graduate',' Yes',9900000,38200000,6,573,17200000,10000000,20100000,5900000,' Approved'
1761,0,' Not Graduate',' No',4100000,14500000,12,441,9900000,300000,15700000,3900000,' Rejected'
3361,5,' Not Graduate',' No',8300000,20700000,2,537,8400000,14300000,19700000,7800000,' Rejected'
3663,3,' Not Graduate',' Yes',5500000,20400000,10,546,10600000,8200000,13500000,4000000,' Rejected'
4057,2,' Graduate',' Yes',7800000,22100000,6,533,11900000,2500000,19300000,10800000,' Rejected'
3371,5,' Graduate',' Yes',3400000,12800000,10,760,9800000,4300000,11000000,4600000,' Approved'
1156,0,' Not Graduate',' Yes',3300000,10000000,16,434,3000000,4100000,12900000,4100000,' Rejected'
3433,0,' Not Graduate',' No',4800000,15700000,10,398,4900000,7400000,17100000,6400000,' Rejected'
501,2,' Graduate',' No',200000,700000,8,851,400000,200000,800000,200000,' Approved'
305,5,' Not Graduate',' Yes',9200000,23600000,12,656,1400000,11200000,36400000,4900000,' Approved'
1993,0,' Not Graduate',' Yes',7300000,22600000,12,851,3300000,3400000,24800000,5300000,' Approved'
1847,0,' Not Graduate',' No',8500000,17200000,12,624,6500000,8400000,18600000,5100000,' Approved'
3280,5,' Not Graduate',' No',9800000,26600000,12,664,5200000,2900000,22500000,14100000,' Approved'
2113,5,' Graduate',' Yes',9200000,28800000,20,618,14300000,10800000,33900000,10600000,' Approved'
902,5,' Graduate',' No',3100000,9400000,10,414,200000,5300000,8000000,2800000,' Rejected'
3001,1,' Not Graduate',' Yes',9900000,25700000,2,340,15600000,18800000,29500000,11800000,' Rejected'
3963,3,' Graduate',' Yes',500000,1900000,18,618,-100000,600000,1000000,400000,' Approved'
2382,2,' Graduate',' No',1400000,4700000,4,355,2100000,600000,4400000,1400000,' Approved'
1787,3,' Not Graduate',' No',6200000,13200000,14,707,17200000,8900000,23100000,4200000,' Approved'
298,2,' Not Graduate',' Yes',3500000,12000000,14,476,1100000,6800000,12400000,2900000,' Rejected'
114,5,' Not Graduate',' Yes',7300000,22100000,18,879,19500000,10600000,19300000,9800000,' Approved'
3474,5,' Graduate',' No',3600000,11600000,14,546,8500000,300000,12000000,4800000,' Rejected'
1073,1,' Not Graduate',' No',6200000,19500000,20,448,3300000,7100000,22400000,8000000,' Rejected'
3613,0,' Not Graduate',' Yes',200000,700000,20,724,600000,0,500000,300000,' Approved'
1034,3,' Graduate',' No',600000,1200000,2,752,1100000,500000,2300000,700000,' Approved'
3827,1,' Graduate',' Yes',3400000,12300000,8,523,6100000,4700000,8300000,2600000,' Rejected'
2602,0,' Graduate',' Yes',7000000,21700000,20,498,6600000,5500000,14700000,3900000,' Rejected'
503,0,' Graduate',' Yes',4300000,14300000,14,601,3800000,900000,16700000,5700000,' Approved'
3722,5,' Graduate',' Yes',500000,1500000,4,476,200000,200000,1100000,700000,' Approved'
1322,2,' Graduate',' No',2100000,6600000,20,580,3800000,4100000,6200000,2100000,' Approved'
230,3,' Not Graduate',' Yes',1100000,3500000,12,503,3000000,400000,2200000,1200000,' Rejected'
701,0,' Graduate',' Yes',7600000,17900000,16,788,1700000,7800000,27100000,5900000,' Approved'
257,3,' Graduate',' Yes',9800000,35400000,6,869,14400000,16400000,22800000,10300000,' Approved'
1823,2,' Not Graduate',' Yes',6200000,16500000,4,510,14100000,4700000,18200000,6300000,' Rejected'
79,2,' Not Graduate',' No',8500000,29400000,12,576,17600000,5600000,25200000,9000000,' Approved'
2013,1,' Graduate',' Yes',3700000,12400000,12,330,3400000,1000000,10400000,2800000,' Rejected'
4158,0,' Graduate',' No',2400000,5300000,16,482,5500000,4200000,8400000,2600000,' Rejected'
1586,3,' Graduate',' No',8300000,30500000,10,473,13300000,9400000,23300000,11800000,' Rejected'
2795,3,' Graduate',' Yes',5800000,17600000,6,720,4900000,4200000,18800000,6600000,' Approved'
642,0,' Graduate',' Yes',7100000,20100000,16,756,8000000,5000000,17600000,5400000,' Approved'
3561,5,' Graduate',' Yes',6500000,18100000,10,360,15700000,10600000,20200000,6100000,' Rejected'
1518,5,' Graduate',' No',5900000,13400000,6,455,3200000,11200000,21600000,6900000,' Rejected'
664,5,' Not Graduate',' No',9100000,19900000,20,519,9300000,16400000,28900000,10500000,' Rejected'
3620,4,' Graduate',' Yes',900000,2800000,2,660,1200000,1400000,2400000,900000,' Approved'
4218,5,' Not Graduate',' Yes',400000,1400000,4,483,1100000,700000,800000,100000,' Approved'
2822,4,' Graduate',' No',7600000,25100000,4,671,4600000,13200000,27400000,4300000,' Approved'
2078,1,' Not Graduate',' Yes',200000,500000,2,579,500000,100000,500000,100000,' Approved'
28,4,' Not Graduate',' Yes',2400000,5600000,4,662,4500000,4200000,5400000,2500000,' Approved'
698,0,' Graduate',' Yes',6000000,23900000,4,394,6700000,5800000,21900000,4500000,' Approved'
2207,0,' Not Graduate',' Yes',700000,2000000,18,650,400000,1300000,2800000,500000,' Approved'
457,4,' Graduate',' Yes',5400000,21500000,14,555,4300000,1500000,14300000,7500000,' Approved'
1622,0,' Not Graduate',' Yes',7200000,15600000,2,362,2700000,2400000,20800000,5900000,' Rejected'
1466,2,' Not Graduate',' Yes',3800000,8000000,12,866,6000000,600000,8400000,1900000,' Approved'
2461,5,' Graduate',' No',1100000,4000000,16,498,400000,100000,2300000,700000,' Rejected'
2762,4,' Not Graduate',' No',7900000,25700000,18,589,4300000,300000,25300000,9800000,' Approved'
2589,0,' Not Graduate',' No',4700000,11500000,18,559,7500000,0,18700000,2600000,' Approved'
3758,3,' Graduate',' No',2800000,8500000,20,431,6200000,1700000,7800000,2200000,' Rejected'
1545,4,' Not Graduate',' No',4300000,16500000,4,539,10600000,6100000,9300000,2100000,' Approved'
125,3,' Graduate',' No',7000000,19500000,14,719,12200000,10300000,18200000,10200000,' Approved'
3530,1,' Not Graduate',' No',9900000,20700000,20,821,12700000,8200000,38100000,11100000,' Approved'
1954,1,' Not Graduate',' No',4600000,15200000,4,593,13800000,3800000,11700000,3900000,' Approved'
688,1,' Not Graduate',' Yes',8700000,30700000,6,708,20600000,4500000,27600000,9300000,' Approved'
1657,0,' Not Graduate',' No',4200000,14800000,20,510,9200000,5700000,11900000,2600000,' Rejected'
1430,5,' Not Graduate',' No',6600000,25800000,10,670,4600000,7200000,20600000,8500000,' Approved'
1674,1,' Graduate',' Yes',7600000,25400000,10,595,7900000,400000,24900000,11000000,' Approved'
2113,5,' Graduate',' Yes',9200000,28800000,20,618,14300000,10800000,33900000,10600000,' Approved'
3940,5,' Graduate',' No',4200000,12500000,18,723,1200000,300000,12900000,6100000,' Approved'
3196,5,' Not Graduate',' Yes',6000000,12300000,12,680,11400000,5300000,13800000,7300000,' Approved'
1165,0,' Not Graduate',' Yes',9600000,34000000,12,710,23800000,10300000,38100000,7800000,' Approved'
671,1,' Graduate',' Yes',2000000,5600000,18,320,2400000,2300000,4600000,2100000,' Rejected'
2902,0,' Not Graduate',' Yes',4000000,10300000,4,819,11100000,1200000,15200000,2600000,' Approved'
688,1,' Not Graduate',' Yes',8700000,30700000,6,708,20600000,4500000,27600000,9300000,' Approved'
1993,0,' Not Graduate',' Yes',7300000,22600000,12,851,3300000,3400000,24800000,5300000,' Approved'
3152,3,' Graduate',' No',1400000,3200000,8,753,2200000,2000000,3600000,2000000,' Approved'
3001,1,' Not Graduate',' Yes',9900000,25700000,2,340,15600000,18800000,29500000,11800000,' Rejected'
1556,3,' Graduate',' No',200000,800000,18,752,200000,200000,300000,200000,' Approved'
57,2,' Not Graduate',' No',4300000,10600000,18,431,2100000,1500000,9300000,5200000,' Rejected'
374,4,' Not Graduate',' Yes',9200000,25500000,10,900,9400000,10500000,27400000,12800000,' Approved'
822,0,' Not Graduate',' Yes',2000000,5900000,12,900,3800000,2400000,7100000,3000000,' Approved'
162,4,' Not Graduate',' No',4500000,15100000,6,693,3700000,1500000,17800000,6000000,' Approved'
3308,1,' Graduate',' No',800000,2300000,10,770,900000,900000,2900000,1100000,' Approved'
2507,4,' Not Graduate',' Yes',5900000,15000000,14,626,16400000,4600000,17600000,8200000,' Approved'
770,5,' Not Graduate',' No',1300000,4800000,4,346,3200000,1600000,3400000,1600000,' Approved'
2138,5,' Not Graduate',' No',1800000,5400000,14,347,3800000,1300000,4900000,1700000,' Rejected'
92,4,' Graduate',' No',8800000,20700000,18,540,19200000,3200000,22400000,12700000,' Rejected'
665,4,' Not Graduate',' Yes',9400000,35000000,10,517,10700000,15100000,27500000,6700000,' Rejected'
292,1,' Graduate',' Yes',5800000,19500000,20,431,13800000,5000000,15600000,3300000,' Rejected'
4062,5,' Not Graduate',' No',2000000,6900000,18,516,4600000,3400000,6500000,1600000,' Rejected'
1950,1,' Not Graduate',' No',6200000,21100000,10,467,15600000,10500000,23500000,5300000,' Rejected'
1801,2,' Graduate',' No',9300000,21200000,2,509,2800000,2600000,35800000,6600000,' Rejected'
1019,0,' Graduate',' No',9500000,22600000,6,861,24700000,13200000,29000000,5600000,' Approved'
750,4,' Not Graduate',' No',5700000,19600000,8,691,8800000,2200000,12100000,3000000,' Approved'
2549,2,' Graduate',' Yes',1800000,5500000,6,448,2900000,300000,5600000,1300000,' Rejected'
