Make,Model,'Vehicle Class','Engine Size(L)',Cylinders,Transmission,'Fuel Type','Fuel Consumption City (L/100 km)','Fuel Consumption Hwy (L/100 km)','Fuel Consumption Comb (L/100 km)','Fuel Consumption Comb (mpg)','CO2 Emissions(g/km)'
HYUNDAI,Tucson,'SUV - SMALL',2,4,AS6,X,10,7.9,9.1,31,216
ACURA,'MDX SH-AWD ELITE','SUV - SMALL',3.5,6,AS9,Z,12.2,9,10.7,26,251
GMC,'SAVANA 3500 PASSENGER','VAN - PASSENGER',4.8,8,A6,X,21.3,14.3,18.2,16,419
HYUNDAI,'ELANTRA GT',MID-SIZE,2,4,A6,X,9.8,7.2,8.6,33,198
CHEVROLET,'EXPRESS 1500 PASSENGER AWD','VAN - PASSENGER',5.3,8,A4,X,18.3,14.2,16.5,17,380
BMW,'Z4 sDRIVE35i',TWO-SEATER,3,6,AM7,Z,13.7,10.1,12.1,23,278
DODGE,'JOURNEY FFV','SUV - SMALL',3.6,6,A6,X,14.2,9.5,12.1,23,284
BMW,'X3 xDrive30i','SUV - SMALL',2,4,AS8,Z,10,8.2,9.2,31,215
VOLVO,'XC90 T5 AWD','SUV - STANDARD',2,4,AS8,Z,11.3,8.5,10,28,233
AUDI,'Q5 HYBRID','SUV - SMALL',2,4,AS8,Z,9.8,7.9,8.9,32,205
MERCEDES-BENZ,'B 250','STATION WAGON - SMALL',2,4,AS7,Z,9.2,6.6,8,35,184
FORD,'F-150 FFV 4X4','PICKUP TRUCK - STANDARD',3.3,6,AS6,X,12.8,10.2,11.6,24,273
MERCEDES-BENZ,'METRIS PASSENGER','SPECIAL PURPOSE VEHICLE',2,4,AS7,Z,11.5,10.2,10.9,26,248
CADILLAC,'XT4 AWD','SUV - SMALL',2,4,AS9,Z,10.9,8.2,9.7,29,227
MAZDA,MAZDA6,MID-SIZE,2.5,4,AS6,X,8.8,6.1,7.6,37,178
GMC,'Yukon XL 4WD FFV','SUV - STANDARD',5.3,8,A6,X,16.8,11.3,14.4,20,337
MAZDA,CX-9,'SUV - SMALL',3.7,6,AS6,X,14.2,10,12.3,23,283
INFINITI,'Q50S AWD',MID-SIZE,3,6,AS7,Z,12.9,9,11.1,25,262
CHEVROLET,SILVERADO,'PICKUP TRUCK - STANDARD',5.3,8,A6,E,19.9,13.8,17.2,16,275
TOYOTA,'SEQUOIA 4WD','SUV - STANDARD',5.7,8,AS6,X,19,13.9,16.7,17,384
PORSCHE,'BOXSTER S',TWO-SEATER,2.5,4,M6,Z,12.1,9,10.7,26,249
PORSCHE,'CAYENNE PLATINUM','SUV - STANDARD',3.6,6,A8,Z,13.6,10.2,12.1,23,281
ROLLS-ROYCE,'PHANTOM COUPE',COMPACT,6.7,12,A8,Z,20.7,12.8,17.1,17,393
CADILLAC,'CT4-V AWD',COMPACT,2.7,4,AS10,Z,11.7,8.4,10.2,28,238
RAM,'1500 Classic','PICKUP TRUCK - STANDARD',5.7,8,A8,X,15.7,11,13.6,21,319
VOLKSWAGEN,GOLF,COMPACT,1.8,4,AS6,X,9.3,6.5,8.1,35,186
CADILLAC,'XT5 AWD','SUV - SMALL',3.6,6,AS8,X,12.8,9.3,11.2,25,263
PORSCHE,'911 TURBO S',MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9,24,278
HONDA,'Civic Sedan',MID-SIZE,2,4,AV,X,7.9,6.1,7.1,40,167
MERCEDES-BENZ,'AMG GT R Coupe',TWO-SEATER,4,8,AM7,Z,15.9,11.8,14,20,327
GMC,SIERRA,'PICKUP TRUCK - STANDARD',5.3,8,A6,X,14.6,10.3,12.7,22,292
BMW,'X7 xDrive40i','SUV - STANDARD',3,6,AS8,Z,12,9.4,10.8,26,254
BMW,'650i xDRIVE CABRIOLET',SUBCOMPACT,4.4,8,AS8,Z,15.2,9.8,12.8,22,294
INFINITI,'Q50S AWD',MID-SIZE,3,6,AS7,Z,12.9,9,11.1,25,262
LEXUS,'GS F',COMPACT,5,8,AS8,Z,14.9,9.7,12.5,23,293
'ALFA ROMEO',4C,TWO-SEATER,1.8,4,AM6,Z,9.7,6.9,8.4,34,197
PORSCHE,'911 Carrera S',MINICOMPACT,3,6,M7,Z,12.1,8.3,10.3,27,242
CHEVROLET,'SONIC 5','STATION WAGON - SMALL',1.4,4,M6,X,8.4,6.3,7.4,38,174
JAGUAR,'F-TYPE COUPE',TWO-SEATER,3,6,AS8,Z,11.8,8.4,10.3,27,237
CHEVROLET,EQUINOX,'SUV - SMALL',2.4,4,A6,X,10.5,7.3,9.1,31,209
HYUNDAI,Elantra,MID-SIZE,1.6,4,M6,X,10.7,7.8,9.4,30,221
AUDI,A3,SUBCOMPACT,2,4,AM7,X,9.1,6.8,8.1,35,188
BMW,'X3 xDrive30i','SUV - SMALL',2,4,AS8,Z,10,8.2,9.2,31,215
CHEVROLET,Traverse,'SUV - STANDARD',3.6,6,A9,X,13,8.8,11.1,25,261
KIA,'SPORTAGE AWD','SUV - SMALL',2.4,4,AS6,X,12,9.3,10.8,26,251
VOLKSWAGEN,'GOLF SPORTWAGON TDI (modified)','STATION WAGON - SMALL',2,4,M6,D,7.6,5.5,6.7,42,179
MERCEDES-BENZ,'C 300 4MATIC FFV',COMPACT,3.5,6,AS7,E,16.4,11.1,14,20,224
NISSAN,'SENTRA NISMO',MID-SIZE,1.6,4,AV7,Z,9.4,7.8,8.7,32,205
TOYOTA,86,MINICOMPACT,2,4,AS6,Z,9.9,7.3,8.7,32,204
FORD,'F-150 FFV 4X4','PICKUP TRUCK - STANDARD',3.3,6,AS6,E,17.6,13.7,15.8,18,263
RAM,'1500 eTorque','PICKUP TRUCK - STANDARD',3.6,6,A8,X,11.9,9.4,10.8,26,253
VOLKSWAGEN,PASSAT,MID-SIZE,3.6,6,AM6,X,12.2,8.5,10.6,27,246
VOLVO,'V60 CC T5 AWD','STATION WAGON - SMALL',2,4,AS8,X,10.8,7.8,9.4,30,220
AUDI,SQ5,'SUV - SMALL',3,6,AS8,Z,12.7,10,11.5,25,270
KIA,'FORTE 5',FULL-SIZE,2,4,M6,X,9.7,6.9,8.4,34,197
DODGE,'CHALLENGER SRT (MDS)',MID-SIZE,6.4,8,A8,Z,15.7,9.5,12.9,22,302
MASERATI,'Ghibli S',MID-SIZE,3,6,AS8,Z,14.1,9.8,12.2,23,286
MERCEDES-BENZ,'E 400 CABRIOLET',SUBCOMPACT,3,6,AS7,Z,11.5,8.1,10,28,233
FORD,'ESCAPE AWD','SUV - SMALL',2,4,AS6,X,11.5,8.7,10.2,28,239
SUBARU,'OUTBACK AWD','SUV - SMALL',3.6,6,AV6,X,12,8.6,10.5,27,242
NISSAN,'Rogue AWD','SUV - SMALL',2.5,4,AV,X,9.6,7.5,8.7,32,204
TOYOTA,COROLLA,MID-SIZE,1.8,4,M6,X,8.3,6.3,7.4,38,170
JEEP,'RENEGADE 4X4','SUV - SMALL',2.4,4,A9,X,11.2,8.2,9.8,29,230
FORD,'F-150 FFV 4X4','PICKUP TRUCK - STANDARD',5,8,AS10,E,20.3,14.7,17.8,16,296
LAMBORGHINI,'Huracan Coupe AWD',TWO-SEATER,5.2,10,AM7,Z,18,12.9,15.7,18,370
NISSAN,'JUKE NISMO RS AWD','STATION WAGON - SMALL',1.6,4,AV8,Z,9.4,8.1,8.8,32,202
'ASTON MARTIN',VANQUISH,MINICOMPACT,6,12,A8,Z,17.6,11.4,14.8,19,340
MERCEDES-BENZ,'E 400 4MATIC',MID-SIZE,3,6,A9,Z,11.8,8.7,10.4,27,246
AUDI,'A5 CABRIOLET QUATTRO',SUBCOMPACT,2,4,AS8,Z,11.3,8,9.8,29,230
'ALFA ROMEO',4C,TWO-SEATER,1.8,4,AM6,Z,9.7,6.9,8.4,34,197
BMW,'330i xDRIVE',COMPACT,2,4,AS8,Z,10.2,7.2,8.9,32,208
CHEVROLET,CAMARO,COMPACT,3.6,6,M6,X,14,8.4,11.5,25,265
MERCEDES-BENZ,'AMG GT ROADSTER',TWO-SEATER,4,8,AM7,Z,14.7,11,13,22,304
'ASTON MARTIN','DB11 V12',MINICOMPACT,5.2,12,A8,Z,15.5,11.4,13.7,21,322
JEEP,COMPASS,'SUV - SMALL',2,4,A6,X,11.1,8.3,9.8,29,225
BMW,'Z4 sDrive30i',TWO-SEATER,2,4,AS8,Z,9.5,7.4,8.5,33,200
MERCEDES-BENZ,'E 400 COUPE',SUBCOMPACT,3.5,6,AS7,Z,11.8,8.3,10.2,28,235
GMC,ACADIA,'SUV - STANDARD',3.6,6,A6,X,14.3,9.9,12.3,23,283
NISSAN,MURANO,'STATION WAGON - MID-SIZE',3.5,6,AV7,X,11,8.3,9.8,29,230
LEXUS,'RX 450h AWD','SUV - STANDARD',3.5,6,AV6,Z,7.7,8.2,8,35,186
GMC,'YUKON FFV','SUV - STANDARD',5.3,8,A6,X,15.1,10.4,13,22,305
BMW,'440i Coupe',COMPACT,3,6,AS8,Z,11.2,7.3,9.4,30,227
FORD,'F-150 FFV 4X4 (Payload Pkg)','PICKUP TRUCK - STANDARD',5,8,AS10,E,21.4,17.2,19.5,14,325
HYUNDAI,ELANTRA,MID-SIZE,2,4,M6,X,9.8,7,8.5,33,196
PORSCHE,'Panamera Turbo ST',FULL-SIZE,4,8,AM8,Z,13.4,10.1,11.9,24,279
AUDI,'ALLROAD QUATTRO','STATION WAGON - SMALL',2,4,AS8,Z,11.8,8.8,10.5,27,242
JEEP,'RENEGADE 4X4','SUV - SMALL',2.4,4,A9,X,11.2,8,9.8,29,225
HYUNDAI,Elantra,MID-SIZE,1.6,4,M6,X,10.7,7.8,9.4,30,221
FORD,'F-150 FFV 4X4','PICKUP TRUCK - STANDARD',3.5,6,A6,E,18.9,14.2,16.8,17,269
CHEVROLET,EQUINOX,'SUV - SMALL',1.6,4,A6,D,8.5,6,7.4,38,198
ROLLS-ROYCE,'PHANTOM EWB',FULL-SIZE,6.7,12,AS8,Z,20.7,12.9,17.2,16,404
HONDA,CR-Z,TWO-SEATER,1.5,4,M6,X,7.6,6.1,6.9,41,159
VOLKSWAGEN,'TIGUAN 4MOTION','SUV - SMALL',2,4,AS6,Z,12,10,11.1,25,263
BUICK,'Regal AWD',MID-SIZE,3.6,6,AS9,X,12.4,8.7,10.7,26,251
LEXUS,'GX 460','SUV - STANDARD',4.6,8,AS6,Z,15.7,11.8,13.9,20,320
SUBARU,'LEGACY AWD',MID-SIZE,3.6,6,AS5,X,13.3,9.5,11.6,24,267
RAM,'1500 FFV','PICKUP TRUCK - STANDARD',3.6,6,A8,E,19.7,13.8,17,17,283
CHEVROLET,'SONIC 5','STATION WAGON - SMALL',1.8,4,AS6,X,9.6,6.7,8.3,34,195
FORD,'EDGE AWD','SUV - SMALL',2,4,AS6,X,11.8,8.4,10.3,27,240
SCION,FR-S,MINICOMPACT,2,4,AS6,Z,9.6,7,8.4,34,193
KIA,Forte,MID-SIZE,1.6,4,AM7,X,8.7,6.6,7.8,36,184
RAM,'1500 Classic','PICKUP TRUCK - STANDARD',3.6,6,A8,X,13.9,9.6,11.9,24,280
GMC,'Sierra WT 4WD','PICKUP TRUCK - STANDARD',2.7,4,A8,X,12.7,11,12,24,280
GMC,'Sierra 4WD','PICKUP TRUCK - STANDARD',4.3,6,A6,X,15.8,11.9,14,20,329
ACURA,'MDX SH-AWD','SUV - SMALL',3.5,6,AS6,Z,12.7,9.1,11.1,25,255
CHEVROLET,TAHOE,'SUV - STANDARD',5.3,8,A6,X,15.1,10.4,13,22,305
NISSAN,Sentra,MID-SIZE,1.8,4,AV,X,8.1,6.3,7.3,39,172
BMW,340i,COMPACT,3,6,AS8,Z,10.9,7.2,9.3,30,217
RAM,'1500 eTorque','PICKUP TRUCK - STANDARD',3.6,6,A8,X,11.9,9.4,10.8,26,253
HYUNDAI,'VELOSTER TURBO',COMPACT,1.6,4,M6,X,9.7,7.1,8.5,33,196
VOLKSWAGEN,'GOLF ALLTRACK','STATION WAGON - SMALL',1.8,4,AM6,X,10.7,8,9.4,30,220
CHEVROLET,'EXPRESS 1500 CARGO CONV AWD','VAN - CARGO',5.3,8,A4,X,18.3,14.2,16.5,17,380
'LAND ROVER',LR4,'SUV - STANDARD',3,6,AS8,Z,16.2,12.1,14.3,20,336
GMC,'SIERRA 4WD','PICKUP TRUCK - STANDARD',5.3,8,A6,X,15,10.7,13.1,22,307
RAM,'1500 eTorque','PICKUP TRUCK - STANDARD',3.6,6,A8,X,11.9,9.4,10.8,26,253
CHEVROLET,'SILVERADO FFV','PICKUP TRUCK - STANDARD',5.3,8,A6,X,14.6,10.3,12.7,22,298
GMC,'Yukon 4WD','SUV - STANDARD',6.2,8,A10,Z,16.5,10.9,13.9,20,327
PORSCHE,Cayenne,'SUV - STANDARD',3,6,AS8,Z,12.5,10,11.4,25,265
GMC,'YUKON XL 4WD','SUV - STANDARD',5.3,8,A6,X,15.3,10.9,13.3,21,313
DODGE,'Challenger SRT Hellcat',MID-SIZE,6.2,8,M6,Z,18.1,11.4,15.1,19,352
CHEVROLET,EQUINOX,'SUV - SMALL',1.6,4,A6,D,8.5,6,7.4,38,198
VOLVO,'V60 CC T5 AWD','STATION WAGON - SMALL',2,4,AS8,Z,10.8,7.6,9.3,30,218
CHEVROLET,EQUINOX,'SUV - SMALL',2.4,4,A6,X,10.5,7.3,9.1,31,209
LAMBORGHINI,'HURACAN SPYDER',TWO-SEATER,5.2,10,AM7,Z,16.9,11.8,14.6,19,340
VOLVO,'V60 POLESTAR AWD','STATION WAGON - SMALL',3,6,AS6,X,12.8,8.9,11,26,253
PORSCHE,'911 TARGA 4',MINICOMPACT,3.4,6,M7,Z,12.9,9,11.1,25,255
PORSCHE,Boxster,TWO-SEATER,2,4,AM7,Z,10.5,8,9.4,30,219
VOLKSWAGEN,'GOLF SPORTWAGEN 4MOTION','STATION WAGON - SMALL',1.8,4,M6,X,10.8,7.6,9.3,30,218
MERCEDES-BENZ,'METRIS CARGO','SPECIAL PURPOSE VEHICLE',2,4,AS7,Z,10.8,9.5,10.2,28,233
CHEVROLET,'SONIC 5','STATION WAGON - SMALL',1.4,4,AS6,X,9,6.8,8,35,188
CHEVROLET,'SONIC RS',COMPACT,1.4,4,AS6,X,9.4,7,8.3,34,191
TOYOTA,'RAV4 Hybrid AWD','SUV - SMALL',2.5,4,AV6,X,5.8,6.3,6,47,140
MINI,'Cooper Countryman ALL4',MID-SIZE,1.5,3,AS8,Z,9.8,7.1,8.6,33,200
AUDI,'A5 CABRIOLET QUATTRO',SUBCOMPACT,2,4,AS8,Z,11.3,8,9.8,29,230
FORD,F-150,'PICKUP TRUCK - STANDARD',5,8,AS10,X,14.1,10.4,12.4,23,292
LEXUS,'LS 500h AWD',MID-SIZE,3.5,6,AV10,Z,10.3,7.7,9.1,31,214
MERCEDES-BENZ,'GL 350 BLUETEC 4MATIC','SUV - STANDARD',3,6,AS7,D,13.6,10,12,24,322
JAGUAR,'F-TYPE S COUPE',TWO-SEATER,3,6,AS8,Z,12.5,8.7,10.8,26,254
MAZDA,'CX-5 4WD','SUV - SMALL',2.5,4,AS6,X,9.9,7.9,9,31,207
DODGE,'CHARGER FFV',FULL-SIZE,3.6,6,A8,X,12.3,7.6,10.2,28,235
LEXUS,'RC 350 AWD',SUBCOMPACT,3.5,6,AS6,Z,13.1,9.8,11.2,25,262
GMC,Canyon,'PICKUP TRUCK - SMALL',3.6,6,A8,X,13.4,9.6,11.7,24,273
JEEP,'CHEROKEE 4X4 ACTIVE DRIVE LOCK','SUV - SMALL',3.2,6,A9,X,12.9,9.9,11.6,24,269
FORD,'TRANSIT CONNECT VAN FFV','SPECIAL PURPOSE VEHICLE',2.5,4,AS6,X,11.9,8.7,10.4,27,244
MERCEDES-BENZ,'GLA 250 4MATIC','SUV - SMALL',2,4,AS7,Z,9.8,7.4,8.7,32,200
GMC,SIERRA,'PICKUP TRUCK - STANDARD',5.3,8,A6,X,14.6,10.3,12.7,22,292
LAMBORGHINI,'Aventador Coupe',TWO-SEATER,6.5,12,AM7,Z,26.2,15.5,21.4,13,485
GMC,'Sierra 4WD','PICKUP TRUCK - STANDARD',4.3,6,A6,X,15.8,11.9,14,20,329
AUDI,'A3 CABRIOLET QUATTRO',SUBCOMPACT,2,4,AM6,Z,10.1,7.5,8.9,32,205
BMW,'M240i Cabriolet',SUBCOMPACT,3,6,AS8,Z,11.2,7.8,9.7,29,227
JEEP,Cherokee,'SUV - SMALL',2.4,4,A9,X,10.8,7.6,9.3,30,219
CHEVROLET,'EQUINOX FFV','SUV - SMALL',2.4,4,A6,E,15.6,10.8,13.4,21,221
JEEP,'CHEROKEE 4X4 ACTIVE DRIVE I','SUV - SMALL',2.4,4,A9,X,11.3,8.4,10,28,235
GMC,ACADIA,'SUV - STANDARD',3.6,6,A6,X,14.3,9.9,12.3,23,283
MAZDA,'Mazda3 5-Door 4WD',MID-SIZE,2.5,4,AS6,X,9.8,7.4,8.7,32,204
GMC,'YUKON XL','SUV - STANDARD',5.3,8,A6,X,14.9,10.1,12.7,22,292
VOLKSWAGEN,'Beetle Convertible',SUBCOMPACT,2,4,AS6,X,9,7.1,8.2,34,191
SCION,FR-S,MINICOMPACT,2,4,M6,Z,10.9,7.9,9.6,29,224
ROLLS-ROYCE,'PHANTOM COUPE',COMPACT,6.7,12,AS8,Z,20.9,12.7,17.2,16,396
VOLKSWAGEN,'Golf GTI',COMPACT,2,4,M6,X,9.8,7.3,8.7,32,203
PORSCHE,'911 CARRERA 4S CABRIOLET',MINICOMPACT,3.8,6,M7,Z,12.9,9.1,11.2,25,258
JAGUAR,'F-TYPE Coupe R-Dynamic AWD',TWO-SEATER,3,6,AS8,Z,13,9.2,11.3,25,265
GMC,'ACADIA AWD','SUV - STANDARD',3.6,6,A6,X,16.1,10.8,13.7,21,323
FORD,'TRANSIT CONNECT WAGON LWB FFV','SPECIAL PURPOSE VEHICLE',2.5,4,AS6,E,16.8,12.1,14.7,19,242
FORD,'EXPEDITION 4X4','SUV - STANDARD',3.5,6,AS6,X,15.9,12,14.2,20,333
VOLVO,'V60 T5 AWD','STATION WAGON - SMALL',2.5,5,AS6,X,11.6,8.2,10.1,28,232
GMC,'YUKON 4WD','SUV - STANDARD',6.2,8,A10,Z,16.4,10.7,13.8,20,325
TOYOTA,Avalon,MID-SIZE,3.5,6,AS8,X,10.9,7.6,9.4,30,220
KIA,'SORENTO AWD','SUV - SMALL',2,4,AS6,X,12.3,9.4,11,26,259
LEXUS,'GX 460','SUV - STANDARD',4.6,8,AS6,Z,15.7,11.8,13.9,20,320
GMC,'YUKON XL FFV','SUV - STANDARD',5.3,8,A6,E,19.8,13.9,17.2,16,285
MERCEDES-BENZ,'AMG SLC 43',TWO-SEATER,3,6,A9,Z,11.6,8.2,10.1,28,236
'LAND ROVER','RANGE ROVER SPORT SUPERCHARGED','SUV - STANDARD',5,8,AS8,Z,16.6,12.3,14.7,19,344
NISSAN,GT-R,SUBCOMPACT,3.8,6,AM6,Z,14.2,10.7,12.6,22,295
CHRYSLER,'PACIFICA (Stop-Start)',MINIVAN,3.6,6,A9,X,12.4,8.4,10.6,27,249
FORD,ESCAPE,'SUV - SMALL',1.5,4,AS6,X,10.2,7.8,9.1,31,214
FORD,'F-150 FFV 4X4','PICKUP TRUCK - STANDARD',5,8,AS10,E,20.3,14.7,17.8,16,296
GMC,'TERRAIN FFV','SUV - SMALL',2.4,4,A6,E,15.6,10.8,13.4,21,221
VOLKSWAGEN,'Golf GTI',COMPACT,2,4,M6,X,9.8,7.3,8.7,32,203
INFINITI,Q50,MID-SIZE,3,6,AS7,Z,12.1,8.1,10.3,27,242
CHEVROLET,EQUINOX,'SUV - SMALL',2.4,4,A6,X,10.5,7.3,9.1,31,209
DODGE,'AVENGER FFV',MID-SIZE,3.6,6,A6,E,17,11.2,14.4,20,230
NISSAN,MICRA,COMPACT,1.6,4,M5,X,8.6,6.6,7.7,37,177
HONDA,'CIVIC HATCHBACK',FULL-SIZE,1.5,4,M6,X,8,6.2,7.2,39,167
AUDI,'A4 allroad quattro','STATION WAGON - SMALL',2,4,AM7,Z,10,7.4,8.8,32,206
CHEVROLET,'Camaro SS',SUBCOMPACT,6.2,8,M6,Z,14.9,9.9,12.6,22,296
'LAND ROVER','Range Rover Sport TD6 Diesel','SUV - STANDARD',3,6,AS8,D,10.7,8.3,9.6,29,256
BMW,'X5 M50i','SUV - STANDARD',4.4,8,AS8,Z,14.5,10.7,12.8,22,302
MERCEDES-BENZ,'B 250','STATION WAGON - SMALL',2,4,AS7,Z,9.2,6.6,8,35,184
PORSCHE,'911 TARGA 4',MINICOMPACT,3.4,6,M7,Z,12.9,9,11.1,25,255
CHRYSLER,'300 AWD',FULL-SIZE,3.6,6,A8,X,12.8,8.6,10.9,26,251
HONDA,'CIVIC COUPE',COMPACT,1.5,4,AV,X,7.5,5.6,6.7,42,155
FORD,'F-150 FFV 4X4','PICKUP TRUCK - STANDARD',5,8,AS6,X,16,11.3,13.8,20,324
ACURA,'RDX AWD','SUV - SMALL',2,4,AS10,Z,11,8.6,9.9,29,232
INFINITI,'Q60 AWD',SUBCOMPACT,3,6,AS7,Z,12.3,8.7,10.7,26,251
MERCEDES-BENZ,'C 350 COUPE',SUBCOMPACT,3.5,6,AS7,Z,12.1,8.6,10.5,27,242
HYUNDAI,EQUUS,FULL-SIZE,5,8,AS8,Z,15.8,10.2,13.3,21,312
PORSCHE,'CAYENNE PLATINUM','SUV - STANDARD',3.6,6,A8,Z,13.6,10.2,12.1,23,281
NISSAN,QUEST,MINIVAN,3.5,6,AV,X,12,8.7,10.5,27,242
RAM,'1500 (MDS)','PICKUP TRUCK - STANDARD',5.7,8,A8,X,15.7,10.9,13.6,21,313
HYUNDAI,'SANTA FE','SUV - SMALL',3.3,6,AS6,X,12.9,9.4,11.3,25,265
CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,M7,Z,13.7,8.2,11.2,25,263
CHRYSLER,'200 SEDAN FFV',MID-SIZE,3.6,6,A6,X,12.5,8.1,10.5,27,242
KIA,'OPTIMA HYBRID',MID-SIZE,2.4,4,AS6,X,6.5,5.9,6.2,46,143
CHEVROLET,'SILVERADO 4WD','PICKUP TRUCK - STANDARD',6.2,8,A6,Z,16.4,11.7,14.3,20,329
MAZDA,'CX-5 4WD','SUV - SMALL',2.5,4,AS6,X,9.8,7.9,9,31,210
BMW,M2,SUBCOMPACT,3,6,AM7,Z,11.8,8.9,10.5,27,245
VOLKSWAGEN,'GOLF SPORTWAGEN 4MOTION','STATION WAGON - SMALL',1.8,4,M6,X,10.8,7.6,9.3,30,218
VOLKSWAGEN,'GOLF R',COMPACT,2,4,M6,Z,11.1,8.1,9.8,29,227
GMC,'YUKON XL','SUV - STANDARD',5.3,8,A6,X,15.1,10.4,13,22,305
NISSAN,MICRA,COMPACT,1.6,4,M5,X,8.6,6.6,7.7,37,177
JEEP,'GRAND CHEROKEE 4X4','SUV - STANDARD',5.7,8,A8,X,16.6,10.7,14,20,328
BMW,'M5 Sedan',MID-SIZE,4.4,8,AS8,Z,16,11,13.8,20,322
INFINITI,Q70,MID-SIZE,3.7,6,AS7,Z,12.8,8.9,11,26,253
MAZDA,MX-5,TWO-SEATER,2,4,AS6,Z,11.5,8.5,10.1,28,232
CHEVROLET,'Colorado ZR2 4WD','PICKUP TRUCK - SMALL',2.8,4,A6,D,13.3,10.6,12.1,23,326
BMW,'M6 GRAN COUPE',COMPACT,4.4,8,AM7,Z,17.3,11.5,14.7,19,344
PORSCHE,'911 CARRERA S',MINICOMPACT,3.8,6,AM7,Z,11.9,8.7,10.5,27,245
NISSAN,MICRA,COMPACT,1.6,4,M5,X,8.6,6.6,7.7,37,177
NISSAN,Micra,COMPACT,1.6,4,A4,X,9,6.8,8,35,188
PORSCHE,CAYENNE,'SUV - STANDARD',3.6,6,M6,Z,15.8,10.9,13.6,21,313
ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12,AS8,Z,19.2,12.4,16.1,18,370
FORD,ESCAPE,'SUV - SMALL',2.5,4,AS6,X,10.9,7.6,9.5,30,218
CHEVROLET,'CITY EXPRESS','SPECIAL PURPOSE VEHICLE',2,4,AV,X,9.8,9,9.4,30,220
BUICK,ENCLAVE,'SUV - STANDARD',3.6,6,A6,X,14.3,9.9,12.3,23,283
FORD,'F-150 FFV','PICKUP TRUCK - STANDARD',3.5,6,A6,X,13.2,9.7,11.6,24,272
LEXUS,'RX 450h AWD','SUV - STANDARD',3.5,6,AV6,Z,7.5,8.4,7.9,36,185
GMC,'Yukon XL','SUV - STANDARD',5.3,8,A6,X,15.7,10.5,13.4,21,314
NISSAN,Sentra,MID-SIZE,1.8,4,AV,X,8.1,6.3,7.3,39,172
BMW,'M4 Coupe Competition',COMPACT,3,6,AM7,Z,14.3,10.4,12.6,22,294
VOLKSWAGEN,'GOLF TDI (modified)',COMPACT,2,4,AM6,D,7.6,5.5,6.5,43,177
CHEVROLET,'EXPRESS 2500 PASSENGER FFV','VAN - PASSENGER',6,8,A6,E,30.3,20.5,25.9,11,414
PORSCHE,'911 CARRERA 4',MINICOMPACT,3,6,AM7,Z,10.7,8.3,9.6,29,225
KIA,FORTE,MID-SIZE,2,4,A6,X,9.8,6.6,8.4,34,193
SUBARU,'CROSSTREK AWD','SUV - SMALL',2,4,M6,X,10.5,8.1,9.4,30,220
BUICK,VERANO,COMPACT,2.4,4,AS6,X,11.3,7.6,9.7,29,226
CHEVROLET,'COLORADO 4WD','PICKUP TRUCK - SMALL',2.8,4,A6,D,12,8.2,10.3,27,277
CHEVROLET,COLORADO,'PICKUP TRUCK - SMALL',2.5,4,A6,X,12,9.2,10.7,26,252
LEXUS,'RC F',SUBCOMPACT,5,8,AS8,Z,15.2,9.5,12.6,22,290
'ALFA ROMEO','4C Spider',TWO-SEATER,1.8,4,AM6,Z,9.7,6.9,8.4,34,197
JEEP,'RENEGADE FFV','SUV - SMALL',2.4,4,A9,X,10.8,7.8,9.5,30,222
CADILLAC,'XT5 AWD','SUV - SMALL',3.6,6,AS8,X,12.8,9.3,11.2,25,263
MAZDA,'MAZDA6 (i-ELOOP)',MID-SIZE,2.5,4,AS6,X,8.9,6.7,7.9,36,186
MERCEDES-BENZ,'AMG G 63','SUV - STANDARD',5.5,8,A7,Z,19.9,15.5,17.9,16,419
CHEVROLET,Blazer,'SUV - SMALL',3.6,6,A9,X,12,9,10.6,27,250
CHEVROLET,SILVERADO,'PICKUP TRUCK - STANDARD',5.3,8,A6,X,14.6,10.4,12.7,22,298
BMW,'335i xDRIVE SEDAN',COMPACT,3,6,AS8,Z,11.9,7.8,10,28,230
PORSCHE,'911 TARGA 4',MINICOMPACT,3.4,6,M7,Z,12.9,9,11.1,25,255
FORD,MUSTANG,SUBCOMPACT,5,8,M6,X,15.5,9.5,12.8,22,300
BUICK,'LACROSSE AWD',MID-SIZE,3.6,6,AS9,X,11.8,8,10.1,28,237
FORD,'F-150 FFV 4X4 (Payload Pkg)','PICKUP TRUCK - STANDARD',5,8,AS6,X,16.8,12.4,14.8,19,347
PORSCHE,'911 CARRERA 4S',MINICOMPACT,3,6,M7,Z,12.1,8.4,10.4,27,243
GMC,'TERRAIN FFV','SUV - SMALL',2.4,4,A6,X,10.5,7.3,9.1,31,214
GMC,YUKON,'SUV - STANDARD',5.3,8,A6,E,20.2,13.6,17.2,16,275
CHEVROLET,'Camaro SS',SUBCOMPACT,6.2,8,M6,Z,14.9,9.9,12.6,22,297
FORD,Mustang,SUBCOMPACT,5,8,M6,X,16.1,9.9,13.3,21,312
BUICK,LACROSSE,MID-SIZE,3.6,6,AS6,X,13.7,8.7,11.5,25,264
HONDA,Odyssey,MINIVAN,3.5,6,AS9,X,12.6,8.4,10.7,26,252
